,city,country,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,data_quality
87,Dallas,United States,20.0,75.0,8.0,5.0,7.0,4.66,2.27,1.5,0.89,3.19,4.11,3.0,10.4,13.17,16.23,4.77,1.93,4.68,4.18,3.55,2.9,1.73,2.27,12.0,3.1,4.08,9.25,2.75,96.0,2.8,1.12,25.5,1.14,24190.0,22234.25,166.81,0.18,69.3,42.18,10.55,13.5,975.0,13085.17,52.74,45.75,83.5,123.16,1799.71,1416.26,3498.93,2434.73,3115.63,1968.67,5459.79,4.65,1
